"","Year","Month","value","dt","color","id"
"424",1983,"Apr",10.2,1983-04-01,FALSE,1
"425",1983,"May",10.1,1983-05-01,FALSE,1
"426",1983,"Jun",10.1,1983-06-01,FALSE,1
"427",1983,"Jul",9.4,1983-07-01,FALSE,1
"428",1983,"Aug",9.5,1983-08-01,FALSE,1
"429",1983,"Sep",9.2,1983-09-01,FALSE,1
"430",1983,"Oct",8.8,1983-10-01,FALSE,1
"431",1983,"Nov",8.5,1983-11-01,FALSE,1
"432",1983,"Dec",8.3,1983-12-01,FALSE,1
"433",1984,"Jan",8,1984-01-01,FALSE,1
"434",1984,"Feb",7.8,1984-02-01,FALSE,1
"435",1984,"Mar",7.8,1984-03-01,FALSE,1
"436",1984,"Apr",7.7,1984-04-01,FALSE,1
"437",1984,"May",7.4,1984-05-01,FALSE,1
"438",1984,"Jun",7.2,1984-06-01,FALSE,1
"439",1984,"Jul",7.5,1984-07-01,FALSE,1
"440",1984,"Aug",7.5,1984-08-01,FALSE,1
"441",1984,"Sep",7.3,1984-09-01,FALSE,1
"442",1984,"Oct",7.4,1984-10-01,FALSE,1
"443",1984,"Nov",7.2,1984-11-01,FALSE,1
"444",1984,"Dec",7.3,1984-12-01,FALSE,1
"445",1985,"Jan",7.3,1985-01-01,FALSE,1
"446",1985,"Feb",7.2,1985-02-01,FALSE,1
"447",1985,"Mar",7.2,1985-03-01,FALSE,1
"448",1985,"Apr",7.3,1985-04-01,FALSE,1
"449",1985,"May",7.2,1985-05-01,FALSE,1
"450",1985,"Jun",7.4,1985-06-01,FALSE,1
"451",1985,"Jul",7.4,1985-07-01,FALSE,1
"452",1985,"Aug",7.1,1985-08-01,FALSE,1
"453",1985,"Sep",7.1,1985-09-01,FALSE,1
"454",1985,"Oct",7.1,1985-10-01,FALSE,1
"455",1985,"Nov",7,1985-11-01,FALSE,1
"456",1985,"Dec",7,1985-12-01,FALSE,1
"457",1986,"Jan",6.7,1986-01-01,FALSE,1
"458",1986,"Feb",7.2,1986-02-01,FALSE,1
"459",1986,"Mar",7.2,1986-03-01,FALSE,1
"460",1986,"Apr",7.1,1986-04-01,FALSE,1
"461",1986,"May",7.2,1986-05-01,FALSE,1
"462",1986,"Jun",7.2,1986-06-01,FALSE,1
"463",1986,"Jul",7,1986-07-01,FALSE,1
"464",1986,"Aug",6.9,1986-08-01,FALSE,1
"465",1986,"Sep",7,1986-09-01,FALSE,1
"466",1986,"Oct",7,1986-10-01,FALSE,1
"467",1986,"Nov",6.9,1986-11-01,FALSE,1
"468",1986,"Dec",6.6,1986-12-01,FALSE,1
"469",1987,"Jan",6.6,1987-01-01,FALSE,1
"470",1987,"Feb",6.6,1987-02-01,FALSE,1
"471",1987,"Mar",6.6,1987-03-01,FALSE,1
"472",1987,"Apr",6.3,1987-04-01,FALSE,1
"473",1987,"May",6.3,1987-05-01,FALSE,1
"474",1987,"Jun",6.2,1987-06-01,FALSE,1
"475",1987,"Jul",6.1,1987-07-01,FALSE,1
"476",1987,"Aug",6,1987-08-01,FALSE,1
"477",1987,"Sep",5.9,1987-09-01,FALSE,1
"478",1987,"Oct",6,1987-10-01,FALSE,1
"479",1987,"Nov",5.8,1987-11-01,FALSE,1
"480",1987,"Dec",5.7,1987-12-01,FALSE,1
"481",1988,"Jan",5.7,1988-01-01,FALSE,1
"482",1988,"Feb",5.7,1988-02-01,FALSE,1
"483",1988,"Mar",5.7,1988-03-01,FALSE,1
"484",1988,"Apr",5.4,1988-04-01,FALSE,1
"485",1988,"May",5.6,1988-05-01,FALSE,1
"486",1988,"Jun",5.4,1988-06-01,FALSE,1
"487",1988,"Jul",5.4,1988-07-01,FALSE,1
"488",1988,"Aug",5.6,1988-08-01,FALSE,1
"489",1988,"Sep",5.4,1988-09-01,FALSE,1
"490",1988,"Oct",5.4,1988-10-01,FALSE,1
"491",1988,"Nov",5.3,1988-11-01,FALSE,1
"492",1988,"Dec",5.3,1988-12-01,FALSE,1
"493",1989,"Jan",5.4,1989-01-01,FALSE,1
"494",1989,"Feb",5.2,1989-02-01,FALSE,1
"495",1989,"Mar",5,1989-03-01,FALSE,1
"496",1989,"Apr",5.2,1989-04-01,FALSE,1
"497",1989,"May",5.2,1989-05-01,FALSE,1
"498",1989,"Jun",5.3,1989-06-01,FALSE,1
"499",1989,"Jul",5.2,1989-07-01,FALSE,1
"500",1989,"Aug",5.2,1989-08-01,FALSE,1
"501",1989,"Sep",5.3,1989-09-01,FALSE,1
"502",1989,"Oct",5.3,1989-10-01,FALSE,1
"503",1989,"Nov",5.4,1989-11-01,FALSE,1
"504",1989,"Dec",5.4,1989-12-01,FALSE,1
"505",1990,"Jan",5.4,1990-01-01,FALSE,1
"506",1990,"Feb",5.3,1990-02-01,FALSE,1
"507",1990,"Mar",5.2,1990-03-01,FALSE,1
"508",1990,"Apr",5.4,1990-04-01,FALSE,1
"509",1990,"May",5.4,1990-05-01,FALSE,1
"510",1990,"Jun",5.2,1990-06-01,FALSE,1
"511",1990,"Jul",5.5,1990-07-01,FALSE,1
"512",1990,"Aug",5.7,1990-08-01,FALSE,1
"513",1990,"Sep",5.9,1990-09-01,FALSE,1
"514",1990,"Oct",5.9,1990-10-01,FALSE,1
"515",1990,"Nov",6.2,1990-11-01,FALSE,1
"516",1990,"Dec",6.3,1990-12-01,FALSE,1
"517",1991,"Jan",6.4,1991-01-01,FALSE,1
"518",1991,"Feb",6.6,1991-02-01,FALSE,1
"519",1991,"Mar",6.8,1991-03-01,FALSE,1
"520",1991,"Apr",6.7,1991-04-01,FALSE,1
"521",1991,"May",6.9,1991-05-01,FALSE,1
"522",1991,"Jun",6.9,1991-06-01,FALSE,1
"523",1991,"Jul",6.8,1991-07-01,FALSE,1
"524",1991,"Aug",6.9,1991-08-01,FALSE,1
"525",1991,"Sep",6.9,1991-09-01,FALSE,1
"526",1991,"Oct",7,1991-10-01,FALSE,1
"527",1991,"Nov",7,1991-11-01,FALSE,1
"528",1991,"Dec",7.3,1991-12-01,FALSE,1
"529",1992,"Jan",7.3,1992-01-01,FALSE,1
"530",1992,"Feb",7.4,1992-02-01,FALSE,1
"531",1992,"Mar",7.4,1992-03-01,FALSE,1
"532",1992,"Apr",7.4,1992-04-01,FALSE,1
"533",1992,"May",7.6,1992-05-01,FALSE,1
"534",1992,"Jun",7.8,1992-06-01,FALSE,1
"535",1992,"Jul",7.7,1992-07-01,FALSE,1
"536",1992,"Aug",7.6,1992-08-01,FALSE,1
"537",1992,"Sep",7.6,1992-09-01,FALSE,1
"538",1992,"Oct",7.3,1992-10-01,FALSE,1
"539",1992,"Nov",7.4,1992-11-01,FALSE,1
"540",1992,"Dec",7.4,1992-12-01,FALSE,1
"541",1993,"Jan",7.3,1993-01-01,FALSE,1
"542",1993,"Feb",7.1,1993-02-01,FALSE,1
"543",1993,"Mar",7,1993-03-01,FALSE,1
"544",1993,"Apr",7.1,1993-04-01,FALSE,1
"545",1993,"May",7.1,1993-05-01,FALSE,1
"546",1993,"Jun",7,1993-06-01,FALSE,1
"547",1993,"Jul",6.9,1993-07-01,FALSE,1
"548",1993,"Aug",6.8,1993-08-01,FALSE,1
"549",1993,"Sep",6.7,1993-09-01,FALSE,1
"550",1993,"Oct",6.8,1993-10-01,FALSE,1
"551",1993,"Nov",6.6,1993-11-01,FALSE,1
"552",1993,"Dec",6.5,1993-12-01,FALSE,1
"553",1994,"Jan",6.6,1994-01-01,FALSE,1
"554",1994,"Feb",6.6,1994-02-01,FALSE,1
"555",1994,"Mar",6.5,1994-03-01,FALSE,1
"556",1994,"Apr",6.4,1994-04-01,FALSE,1
"557",1994,"May",6.1,1994-05-01,FALSE,1
"558",1994,"Jun",6.1,1994-06-01,FALSE,1
"559",1994,"Jul",6.1,1994-07-01,FALSE,1
"560",1994,"Aug",6,1994-08-01,FALSE,1
"561",1994,"Sep",5.9,1994-09-01,FALSE,1
"562",1994,"Oct",5.8,1994-10-01,FALSE,1
"563",1994,"Nov",5.6,1994-11-01,FALSE,1
"564",1994,"Dec",5.5,1994-12-01,FALSE,1
"565",1995,"Jan",5.6,1995-01-01,FALSE,1
"566",1995,"Feb",5.4,1995-02-01,FALSE,1
"567",1995,"Mar",5.4,1995-03-01,FALSE,1
"568",1995,"Apr",5.8,1995-04-01,FALSE,1
"569",1995,"May",5.6,1995-05-01,FALSE,1
"570",1995,"Jun",5.6,1995-06-01,FALSE,1
"571",1995,"Jul",5.7,1995-07-01,FALSE,1
"572",1995,"Aug",5.7,1995-08-01,FALSE,1
"573",1995,"Sep",5.6,1995-09-01,FALSE,1
"574",1995,"Oct",5.5,1995-10-01,FALSE,1
"575",1995,"Nov",5.6,1995-11-01,FALSE,1
"576",1995,"Dec",5.6,1995-12-01,FALSE,1
"577",1996,"Jan",5.6,1996-01-01,FALSE,1
"578",1996,"Feb",5.5,1996-02-01,FALSE,1
"579",1996,"Mar",5.5,1996-03-01,FALSE,1
"580",1996,"Apr",5.6,1996-04-01,FALSE,1
"581",1996,"May",5.6,1996-05-01,FALSE,1
"582",1996,"Jun",5.3,1996-06-01,FALSE,1
"583",1996,"Jul",5.5,1996-07-01,FALSE,1
"584",1996,"Aug",5.1,1996-08-01,FALSE,1
"585",1996,"Sep",5.2,1996-09-01,FALSE,1
"586",1996,"Oct",5.2,1996-10-01,FALSE,1
"587",1996,"Nov",5.4,1996-11-01,FALSE,1
"588",1996,"Dec",5.4,1996-12-01,FALSE,1
"589",1997,"Jan",5.3,1997-01-01,FALSE,1
"590",1997,"Feb",5.2,1997-02-01,FALSE,1
"591",1997,"Mar",5.2,1997-03-01,FALSE,1
"592",1997,"Apr",5.1,1997-04-01,FALSE,1
"593",1997,"May",4.9,1997-05-01,FALSE,1
"594",1997,"Jun",5,1997-06-01,FALSE,1
"595",1997,"Jul",4.9,1997-07-01,FALSE,1
"596",1997,"Aug",4.8,1997-08-01,FALSE,1
"597",1997,"Sep",4.9,1997-09-01,FALSE,1
"598",1997,"Oct",4.7,1997-10-01,FALSE,1
"599",1997,"Nov",4.6,1997-11-01,FALSE,1
"600",1997,"Dec",4.7,1997-12-01,FALSE,1
"601",1998,"Jan",4.6,1998-01-01,FALSE,1
"602",1998,"Feb",4.6,1998-02-01,FALSE,1
"603",1998,"Mar",4.7,1998-03-01,FALSE,1
"604",1998,"Apr",4.3,1998-04-01,FALSE,1
"605",1998,"May",4.4,1998-05-01,FALSE,1
"606",1998,"Jun",4.5,1998-06-01,FALSE,1
"607",1998,"Jul",4.5,1998-07-01,FALSE,1
"608",1998,"Aug",4.5,1998-08-01,FALSE,1
"609",1998,"Sep",4.6,1998-09-01,FALSE,1
"610",1998,"Oct",4.5,1998-10-01,FALSE,1
"611",1998,"Nov",4.4,1998-11-01,FALSE,1
"612",1998,"Dec",4.4,1998-12-01,FALSE,1
"613",1999,"Jan",4.3,1999-01-01,FALSE,1
"614",1999,"Feb",4.4,1999-02-01,FALSE,1
"615",1999,"Mar",4.2,1999-03-01,FALSE,1
"616",1999,"Apr",4.3,1999-04-01,FALSE,1
"617",1999,"May",4.2,1999-05-01,FALSE,1
"618",1999,"Jun",4.3,1999-06-01,FALSE,1
"619",1999,"Jul",4.3,1999-07-01,FALSE,1
"620",1999,"Aug",4.2,1999-08-01,FALSE,1
"621",1999,"Sep",4.2,1999-09-01,FALSE,1
"622",1999,"Oct",4.1,1999-10-01,FALSE,1
"623",1999,"Nov",4.1,1999-11-01,FALSE,1
"624",1999,"Dec",4,1999-12-01,FALSE,1
"625",2000,"Jan",4,2000-01-01,FALSE,1
"626",2000,"Feb",4.1,2000-02-01,FALSE,1
"627",2000,"Mar",4,2000-03-01,FALSE,1
"628",2000,"Apr",3.8,2000-04-01,TRUE,1
"629",2000,"May",4,2000-05-01,FALSE,1
"630",2000,"Jun",4,2000-06-01,FALSE,1
"631",2000,"Jul",4,2000-07-01,FALSE,1
"632",2000,"Aug",4.1,2000-08-01,FALSE,1
"633",2000,"Sep",3.9,2000-09-01,TRUE,1
"634",2000,"Oct",3.9,2000-10-01,TRUE,1
"635",2000,"Nov",3.9,2000-11-01,TRUE,1
"636",2000,"Dec",3.9,2000-12-01,TRUE,1
"637",2001,"Jan",4.2,2001-01-01,FALSE,1
"638",2001,"Feb",4.2,2001-02-01,FALSE,1
"639",2001,"Mar",4.3,2001-03-01,FALSE,1
"640",2001,"Apr",4.4,2001-04-01,FALSE,1
"641",2001,"May",4.3,2001-05-01,FALSE,1
"642",2001,"Jun",4.5,2001-06-01,FALSE,1
"643",2001,"Jul",4.6,2001-07-01,FALSE,1
"644",2001,"Aug",4.9,2001-08-01,FALSE,1
"645",2001,"Sep",5,2001-09-01,FALSE,1
"646",2001,"Oct",5.3,2001-10-01,FALSE,1
"647",2001,"Nov",5.5,2001-11-01,FALSE,1
"648",2001,"Dec",5.7,2001-12-01,FALSE,1
"649",2002,"Jan",5.7,2002-01-01,FALSE,1
"650",2002,"Feb",5.7,2002-02-01,FALSE,1
"651",2002,"Mar",5.7,2002-03-01,FALSE,1
"652",2002,"Apr",5.9,2002-04-01,FALSE,1
"653",2002,"May",5.8,2002-05-01,FALSE,1
"654",2002,"Jun",5.8,2002-06-01,FALSE,1
"655",2002,"Jul",5.8,2002-07-01,FALSE,1
"656",2002,"Aug",5.7,2002-08-01,FALSE,1
"657",2002,"Sep",5.7,2002-09-01,FALSE,1
"658",2002,"Oct",5.7,2002-10-01,FALSE,1
"659",2002,"Nov",5.9,2002-11-01,FALSE,1
"660",2002,"Dec",6,2002-12-01,FALSE,1
"661",2003,"Jan",5.8,2003-01-01,FALSE,1
"662",2003,"Feb",5.9,2003-02-01,FALSE,1
"663",2003,"Mar",5.9,2003-03-01,FALSE,1
"664",2003,"Apr",6,2003-04-01,FALSE,1
"665",2003,"May",6.1,2003-05-01,FALSE,1
"666",2003,"Jun",6.3,2003-06-01,FALSE,1
"667",2003,"Jul",6.2,2003-07-01,FALSE,1
"668",2003,"Aug",6.1,2003-08-01,FALSE,1
"669",2003,"Sep",6.1,2003-09-01,FALSE,1
"670",2003,"Oct",6,2003-10-01,FALSE,1
"671",2003,"Nov",5.8,2003-11-01,FALSE,1
"672",2003,"Dec",5.7,2003-12-01,FALSE,1
"673",2004,"Jan",5.7,2004-01-01,FALSE,1
"674",2004,"Feb",5.6,2004-02-01,FALSE,1
"675",2004,"Mar",5.8,2004-03-01,FALSE,1
"676",2004,"Apr",5.6,2004-04-01,FALSE,1
"677",2004,"May",5.6,2004-05-01,FALSE,1
"678",2004,"Jun",5.6,2004-06-01,FALSE,1
"679",2004,"Jul",5.5,2004-07-01,FALSE,1
"680",2004,"Aug",5.4,2004-08-01,FALSE,1
"681",2004,"Sep",5.4,2004-09-01,FALSE,1
"682",2004,"Oct",5.5,2004-10-01,FALSE,1
"683",2004,"Nov",5.4,2004-11-01,FALSE,1
"684",2004,"Dec",5.4,2004-12-01,FALSE,1
"685",2005,"Jan",5.3,2005-01-01,FALSE,1
"686",2005,"Feb",5.4,2005-02-01,FALSE,1
"687",2005,"Mar",5.2,2005-03-01,FALSE,1
"688",2005,"Apr",5.2,2005-04-01,FALSE,1
"689",2005,"May",5.1,2005-05-01,FALSE,1
"690",2005,"Jun",5,2005-06-01,FALSE,1
"691",2005,"Jul",5,2005-07-01,FALSE,1
"692",2005,"Aug",4.9,2005-08-01,FALSE,1
"693",2005,"Sep",5,2005-09-01,FALSE,1
"694",2005,"Oct",5,2005-10-01,FALSE,1
"695",2005,"Nov",5,2005-11-01,FALSE,1
"696",2005,"Dec",4.9,2005-12-01,FALSE,1
"697",2006,"Jan",4.7,2006-01-01,FALSE,1
"698",2006,"Feb",4.8,2006-02-01,FALSE,1
"699",2006,"Mar",4.7,2006-03-01,FALSE,1
"700",2006,"Apr",4.7,2006-04-01,FALSE,1
"701",2006,"May",4.6,2006-05-01,FALSE,1
"702",2006,"Jun",4.6,2006-06-01,FALSE,1
"703",2006,"Jul",4.7,2006-07-01,FALSE,1
"704",2006,"Aug",4.7,2006-08-01,FALSE,1
"705",2006,"Sep",4.5,2006-09-01,FALSE,1
"706",2006,"Oct",4.4,2006-10-01,FALSE,1
"707",2006,"Nov",4.5,2006-11-01,FALSE,1
"708",2006,"Dec",4.4,2006-12-01,FALSE,1
"709",2007,"Jan",4.6,2007-01-01,FALSE,1
"710",2007,"Feb",4.5,2007-02-01,FALSE,1
"711",2007,"Mar",4.4,2007-03-01,FALSE,1
"712",2007,"Apr",4.5,2007-04-01,FALSE,1
"713",2007,"May",4.4,2007-05-01,FALSE,1
"714",2007,"Jun",4.6,2007-06-01,FALSE,1
"715",2007,"Jul",4.7,2007-07-01,FALSE,1
"716",2007,"Aug",4.6,2007-08-01,FALSE,1
"717",2007,"Sep",4.7,2007-09-01,FALSE,1
"718",2007,"Oct",4.7,2007-10-01,FALSE,1
"719",2007,"Nov",4.7,2007-11-01,FALSE,1
"720",2007,"Dec",5,2007-12-01,FALSE,1
"721",2008,"Jan",5,2008-01-01,FALSE,1
"722",2008,"Feb",4.9,2008-02-01,FALSE,1
"723",2008,"Mar",5.1,2008-03-01,FALSE,1
"724",2008,"Apr",5,2008-04-01,FALSE,1
"725",2008,"May",5.4,2008-05-01,FALSE,1
"726",2008,"Jun",5.6,2008-06-01,FALSE,1
"727",2008,"Jul",5.8,2008-07-01,FALSE,1
"728",2008,"Aug",6.1,2008-08-01,FALSE,1
"729",2008,"Sep",6.1,2008-09-01,FALSE,1
"730",2008,"Oct",6.5,2008-10-01,FALSE,1
"731",2008,"Nov",6.8,2008-11-01,FALSE,1
"732",2008,"Dec",7.3,2008-12-01,FALSE,1
"733",2009,"Jan",7.8,2009-01-01,FALSE,1
"734",2009,"Feb",8.3,2009-02-01,FALSE,1
"735",2009,"Mar",8.7,2009-03-01,FALSE,1
"736",2009,"Apr",9,2009-04-01,FALSE,1
"737",2009,"May",9.4,2009-05-01,FALSE,1
"738",2009,"Jun",9.5,2009-06-01,FALSE,1
"739",2009,"Jul",9.5,2009-07-01,FALSE,1
"740",2009,"Aug",9.6,2009-08-01,FALSE,1
"741",2009,"Sep",9.8,2009-09-01,FALSE,1
"742",2009,"Oct",10,2009-10-01,FALSE,1
"743",2009,"Nov",9.9,2009-11-01,FALSE,1
"744",2009,"Dec",9.9,2009-12-01,FALSE,1
"745",2010,"Jan",9.8,2010-01-01,FALSE,1
"746",2010,"Feb",9.8,2010-02-01,FALSE,1
"747",2010,"Mar",9.9,2010-03-01,FALSE,1
"748",2010,"Apr",9.9,2010-04-01,FALSE,1
"749",2010,"May",9.6,2010-05-01,FALSE,1
"750",2010,"Jun",9.4,2010-06-01,FALSE,1
"751",2010,"Jul",9.4,2010-07-01,FALSE,1
"752",2010,"Aug",9.5,2010-08-01,FALSE,1
"753",2010,"Sep",9.5,2010-09-01,FALSE,1
"754",2010,"Oct",9.4,2010-10-01,FALSE,1
"755",2010,"Nov",9.8,2010-11-01,FALSE,1
"756",2010,"Dec",9.3,2010-12-01,FALSE,1
"757",2011,"Jan",9.1,2011-01-01,FALSE,1
"758",2011,"Feb",9,2011-02-01,FALSE,1
"759",2011,"Mar",9,2011-03-01,FALSE,1
"760",2011,"Apr",9.1,2011-04-01,FALSE,1
"761",2011,"May",9,2011-05-01,FALSE,1
"762",2011,"Jun",9.1,2011-06-01,FALSE,1
"763",2011,"Jul",9,2011-07-01,FALSE,1
"764",2011,"Aug",9,2011-08-01,FALSE,1
"765",2011,"Sep",9,2011-09-01,FALSE,1
"766",2011,"Oct",8.8,2011-10-01,FALSE,1
"767",2011,"Nov",8.6,2011-11-01,FALSE,1
"768",2011,"Dec",8.5,2011-12-01,FALSE,1
"769",2012,"Jan",8.3,2012-01-01,FALSE,1
"770",2012,"Feb",8.3,2012-02-01,FALSE,1
"771",2012,"Mar",8.2,2012-03-01,FALSE,1
"772",2012,"Apr",8.2,2012-04-01,FALSE,1
"773",2012,"May",8.2,2012-05-01,FALSE,1
"774",2012,"Jun",8.2,2012-06-01,FALSE,1
"775",2012,"Jul",8.2,2012-07-01,FALSE,1
"776",2012,"Aug",8.1,2012-08-01,FALSE,1
"777",2012,"Sep",7.8,2012-09-01,FALSE,1
"778",2012,"Oct",7.8,2012-10-01,FALSE,1
"779",2012,"Nov",7.7,2012-11-01,FALSE,1
"780",2012,"Dec",7.9,2012-12-01,FALSE,1
"781",2013,"Jan",8,2013-01-01,FALSE,1
"782",2013,"Feb",7.7,2013-02-01,FALSE,1
"783",2013,"Mar",7.5,2013-03-01,FALSE,1
"784",2013,"Apr",7.6,2013-04-01,FALSE,1
"785",2013,"May",7.5,2013-05-01,FALSE,1
"786",2013,"Jun",7.5,2013-06-01,FALSE,1
"787",2013,"Jul",7.3,2013-07-01,FALSE,1
"788",2013,"Aug",7.2,2013-08-01,FALSE,1
"789",2013,"Sep",7.2,2013-09-01,FALSE,1
"790",2013,"Oct",7.2,2013-10-01,FALSE,1
"791",2013,"Nov",6.9,2013-11-01,FALSE,1
"792",2013,"Dec",6.7,2013-12-01,FALSE,1
"793",2014,"Jan",6.6,2014-01-01,FALSE,1
"794",2014,"Feb",6.7,2014-02-01,FALSE,1
"795",2014,"Mar",6.7,2014-03-01,FALSE,1
"796",2014,"Apr",6.3,2014-04-01,FALSE,1
"797",2014,"May",6.3,2014-05-01,FALSE,1
"798",2014,"Jun",6.1,2014-06-01,FALSE,1
"799",2014,"Jul",6.2,2014-07-01,FALSE,1
"800",2014,"Aug",6.2,2014-08-01,FALSE,1
"801",2014,"Sep",5.9,2014-09-01,FALSE,1
"802",2014,"Oct",5.7,2014-10-01,FALSE,1
"803",2014,"Nov",5.8,2014-11-01,FALSE,1
"804",2014,"Dec",5.6,2014-12-01,FALSE,1
"805",2015,"Jan",5.7,2015-01-01,FALSE,1
"806",2015,"Feb",5.5,2015-02-01,FALSE,1
"807",2015,"Mar",5.5,2015-03-01,FALSE,1
"808",2015,"Apr",5.4,2015-04-01,FALSE,1
"809",2015,"May",5.5,2015-05-01,FALSE,1
"810",2015,"Jun",5.3,2015-06-01,FALSE,1
"811",2015,"Jul",5.2,2015-07-01,FALSE,1
"812",2015,"Aug",5.1,2015-08-01,FALSE,1
"813",2015,"Sep",5,2015-09-01,FALSE,1
"814",2015,"Oct",5,2015-10-01,FALSE,1
"815",2015,"Nov",5,2015-11-01,FALSE,1
"816",2015,"Dec",5,2015-12-01,FALSE,1
"817",2016,"Jan",4.9,2016-01-01,FALSE,1
"818",2016,"Feb",4.9,2016-02-01,FALSE,1
"819",2016,"Mar",5,2016-03-01,FALSE,1
"820",2016,"Apr",5,2016-04-01,FALSE,1
"821",2016,"May",4.7,2016-05-01,FALSE,1
"822",2016,"Jun",4.9,2016-06-01,FALSE,1
"823",2016,"Jul",4.9,2016-07-01,FALSE,1
"824",2016,"Aug",4.9,2016-08-01,FALSE,1
"825",2016,"Sep",5,2016-09-01,FALSE,1
"826",2016,"Oct",4.9,2016-10-01,FALSE,1
"827",2016,"Nov",4.6,2016-11-01,FALSE,1
"828",2016,"Dec",4.7,2016-12-01,FALSE,1
"829",2017,"Jan",4.8,2017-01-01,FALSE,1
"830",2017,"Feb",4.7,2017-02-01,FALSE,1
"831",2017,"Mar",4.5,2017-03-01,FALSE,1
"832",2017,"Apr",4.4,2017-04-01,FALSE,1
"833",2017,"May",4.3,2017-05-01,FALSE,1
"834",2017,"Jun",4.3,2017-06-01,FALSE,1
"835",2017,"Jul",4.3,2017-07-01,FALSE,1
"836",2017,"Aug",4.4,2017-08-01,FALSE,1
"837",2017,"Sep",4.2,2017-09-01,FALSE,1
"838",2017,"Oct",4.1,2017-10-01,FALSE,1
"839",2017,"Nov",4.1,2017-11-01,FALSE,1
"840",2017,"Dec",4.1,2017-12-01,FALSE,1
"841",2018,"Jan",4.1,2018-01-01,FALSE,1
"842",2018,"Feb",4.1,2018-02-01,FALSE,1
"843",2018,"Mar",4.1,2018-03-01,FALSE,1
"844",2018,"Apr",3.9,2018-04-01,TRUE,1
